Type,Latency
S 21,206
S 41,1223
S 21,4507
S 41,5490
S 21,8808
S 41,9529
S 21,13109
S 41,14254
S 21,17410
S 41,18428
S 21,21711
S 41,22472
S 21,26012
S 41,27680
S 21,30313
S 41,31162
S 21,34614
S 41,35681
S 21,38915
S 21,43216
S 41,43850
S 21,47517
S 41,48289
S 21,51818
S 41,52495
S 21,56119
S 41,56887
S 21,60420
S 41,61427
S 21,64721
S 41,65657
S 21,69022
S 41,69709
S 21,73323
S 41,74170
S 21,77624
S 41,78408
S 21,81925
S 41,82878
S 21,86226
S 41,86897
S 21,90527
S 41,91415
S 21,94828
S 41,95884
S 21,99129
S 41,99990
S 21,103430
S 41,104280
S 21,107731
S 41,108679
S 21,112032
S 41,113193
S 21,116333
S 41,117655
S 21,120634
S 41,122347
S 21,124935
S 41,126304
S 21,129236
S 41,130463
S 21,133537
S 41,134176
S 21,137838
S 41,138947
S 21,142139
S 41,143158
S 21,146440
S 41,147654
S 21,150741
S 41,151976
S 21,155042
S 41,156093
S 21,159343
S 41,160623
S 21,163644
S 41,164090
S 21,167945
S 41,169319
S 21,172246
S 41,173234
S 21,176547
S 41,177629
S 21,180848
S 41,182075
S 21,185149
S 41,186470
S 21,189450
S 41,190836
S 21,193751
S 41,195133
S 21,198052
S 41,199139
S 21,202353
S 41,203510
S 21,206654
S 41,208217
S 21,210955
S 41,212431
S 21,215256
S 41,215367
S 21,219557
S 41,220274
S 21,223858
S 41,224981
S 21,228159
S 41,229123
S 21,232460
S 41,233917
S 21,236761
S 41,237641
S 21,241062
S 41,243017
S 21,245363
S 41,247115
S 21,249664
S 41,251168
S 21,253965
S 41,255676
S 21,258266
S 41,259245
S 21,262567
S 41,264098
S 21,266868
S 41,268550
S 21,271169
S 41,272700
S 21,275470
S 41,277109
S 21,279771
S 41,280873
S 21,284072
S 41,285262
S 21,288373
S 41,289807
S 21,292674
S 41,293910
S 21,296975
S 41,298546
S 21,301276
S 41,302791
S 21,305577
S 41,306888
S 21,309878
S 41,311489
S 21,314179
S 41,315363
S 21,318480
S 41,319412
S 21,322781
S 41,324121
S 21,327082
S 41,328268
S 21,331383
S 41,332986
S 21,335684
S 41,336981
S 21,339985
S 41,341401
S 21,344286
S 41,345650
S 21,348587
S 41,349953
S 21,352888
S 41,354534
S 21,357189
S 41,358230
S 21,361490
S 41,362474
