Tipo_Evento,Tiempo_total_Sample,Tiempo_total_Segundos,Tiempo_Relativo_Epoca_Segundos,Tiempo_Relativo_Epoca_sample
S 21,206,4.9045338293420135,0.201171875,206
S 41,1241,29.54624505928854,1.2119140625,1241
S  1,3807,90.63864217623808,3.7177734375,3807
S 21,4507,107.30453382934202,0.201171875,206
S 41,6033,143.6361776331086,1.69140625,1732
S  1,8108,193.03864217623808,3.7177734375,3807
S 21,8808,209.704533829342,0.201171875,206
S 41,9287,221.10876540339456,0.6689453125,685
S  1,12409,295.4386421762381,3.7177734375,3807
S 21,13109,312.104533829342,0.201171875,206
S 41,13529,322.10406882120435,0.611328125,626
S  1,16711,397.8624505928854,3.71875,3808
S 21,17410,414.50453382934205,0.201171875,206
S 41,17886,425.8373401534527,0.666015625,682
S  1,21010,500.21483375959076,3.716796875,3806
S 21,21711,516.9045338293421,0.201171875,206
S 41,22287,530.6181818181818,0.763671875,782
S  1,25312,602.6386421762381,3.7177734375,3807
S 21,26012,619.3045338293421,0.201171875,206
S 41,26488,630.6373401534527,0.666015625,682
S  1,29613,705.0386421762381,3.7177734375,3807
S 21,30313,721.704533829342,0.201171875,206
S 41,30864,734.8229714019996,0.7392578125,757
S  1,33914,807.438642176238,3.7177734375,3807
S 21,34614,824.104533829342,0.201171875,206
S 41,35414,843.1512671471751,0.982421875,1006
S  1,38232,910.2433852592421,3.734375,3824
S 21,38915,926.5045338293421,0.201171875,206
S 41,40198,957.0507323878168,1.4541015625,1489
S  1,42516,1012.238642176238,3.7177734375,3807
S 21,43216,1028.904533829342,0.201171875,206
S 41,43765,1041.975354568705,0.7373046875,755
S  1,46817,1114.6386421762381,3.7177734375,3807
S 21,47517,1131.304533829342,0.201171875,206
S 41,47956,1141.756428737503,0.6298828125,645
S  1,51119,1217.0624505928854,3.71875,3808
S 21,51818,1233.704533829342,0.201171875,206
S 41,52487,1249.63236456638,0.8544921875,875
S  1,55436,1319.843385259242,3.734375,3824
S 21,56119,1336.104533829342,0.201171875,206
S 41,57492,1368.793489886073,1.5419921875,1579
S  1,59720,1421.838642176238,3.7177734375,3807
S 21,60420,1438.5045338293419,0.201171875,206
S 41,61449,1463.0033945594048,1.2060546875,1235
S  1,64021,1524.238642176238,3.7177734375,3807
S 21,64721,1540.904533829342,0.201171875,206
S 41,65168,1551.5468960706812,0.6376953125,653
S  1,68321,1626.6148337595907,3.716796875,3806
S 21,69022,1643.304533829342,0.201171875,206
S 41,70066,1668.1605208091141,1.220703125,1250
S  1,72623,1729.0386421762382,3.7177734375,3807
S 21,73323,1745.704533829342,0.201171875,206
S  1,76925,1831.4624505928855,3.71875,3808
S 21,77624,1848.104533829342,0.201171875,206
S 41,78354,1865.4846779818647,0.9140625,936
S  1,81226,1933.8624505928856,3.71875,3808
S 21,81925,1950.504533829342,0.201171875,206
S 41,83342,1984.2410602185537,1.5849609375,1623
S  1,85526,2036.238642176238,3.7177734375,3807
S 21,86226,2052.904533829342,0.201171875,206
S 41,87261,2077.5462450592886,1.2119140625,1241
S  1,89844,2139.043385259242,3.734375,3824
S 21,90527,2155.304533829342,0.201171875,206
S 41,91369,2175.3512206463615,1.0234375,1048
S  1,94128,2241.038642176238,3.7177734375,3807
S 21,94828,2257.704533829342,0.201171875,206
S 41,96385,2294.7742385491747,1.7216796875,1763
S  1,98429,2343.438642176238,3.7177734375,3807
S 21,99129,2360.104533829342,0.201171875,206
S 41,100270,2387.2699372239017,1.3154296875,1347
S  1,102730,2445.838642176238,3.7177734375,3807
S 21,103430,2462.504533829342,0.201171875,206
S 41,103837,2472.1945594047893,0.5986328125,613
S  1,107031,2548.238642176238,3.7177734375,3807
S 21,107731,2564.9045338293417,0.201171875,206
S 41,108618,2586.0225993954896,1.0673828125,1093
S  1,111332,2650.638642176238,3.7177734375,3807
S 21,112032,2667.304533829342,0.201171875,206
S 41,112829,2686.2798418972334,0.9794921875,1003
S  1,115633,2753.0386421762378,3.7177734375,3807
S 21,116333,2769.704533829342,0.201171875,206
S 41,117325,2793.322483143455,1.169921875,1198
S  1,119934,2855.438642176238,3.7177734375,3807
S 21,120634,2872.104533829342,0.201171875,206
S 41,121602,2895.15108114392,1.146484375,1174
S  1,124235,2957.838642176238,3.7177734375,3807
S 21,124935,2974.504533829342,0.201171875,206
S 41,125367,2984.7897698209717,0.623046875,638
S  1,128536,3060.238642176238,3.7177734375,3807
S 21,129236,3076.904533829342,0.201171875,206
S 41,129731,3088.6897000697513,0.6845703125,701
S  1,132838,3162.6624505928853,3.71875,3808
S 21,133537,3179.3045338293423,0.201171875,206
S 41,134056,3191.6611020692862,0.7080078125,725
S  1,137138,3265.038642176238,3.7177734375,3807
S 21,137838,3281.704533829342,0.201171875,206
S 41,138317,3293.1087654033945,0.6689453125,685
S  1,141439,3367.438642176238,3.7177734375,3807
S 21,142139,3384.104533829342,0.201171875,206
S 41,143499,3416.4839804696585,1.529296875,1566
S  1,145739,3469.8148337595912,3.716796875,3806
S 21,146440,3486.504533829342,0.201171875,206
S 41,147387,3509.0511043943266,1.1259765625,1153
S  1,150041,3572.238642176238,3.7177734375,3807
S 21,150741,3588.904533829342,0.201171875,206
S 41,151672,3611.07016972797,1.1103515625,1137
S  1,154343,3674.6624505928858,3.71875,3808
S 21,155042,3691.3045338293423,0.201171875,206
S 41,155539,3703.1373169030458,0.6865234375,703
S  1,158642,3777.0148337595906,3.716796875,3806
S 21,159343,3793.7045338293424,0.201171875,206
S 41,160230,3814.8225993954893,1.0673828125,1093
S  1,162944,3879.4386421762383,3.7177734375,3807
S 21,163644,3896.1045338293416,0.201171875,206
S 41,164082,3906.5326203208556,0.62890625,644
S  1,167245,3981.8386421762384,3.7177734375,3807
S 21,167945,3998.5045338293417,0.201171875,206
S 41,168349,4008.1231341548473,0.595703125,610
S  1,171546,4084.2386421762376,3.7177734375,3807
S 21,172246,4100.904533829342,0.201171875,206
S 41,172665,4110.880260404557,0.6103515625,625
S  1,175847,4186.638642176238,3.7177734375,3807
S 21,176547,4203.304533829342,0.201171875,206
S 41,177680,4230.279469890723,1.3076171875,1339
S  1,180149,4289.062450592885,3.71875,3808
S 21,180848,4305.704533829342,0.201171875,206
S 41,181282,4316.037386654266,0.625,640
S  1,184467,4391.867193675889,3.7353515625,3825
S 21,185149,4408.1045338293425,0.201171875,206
S 41,185525,4417.056498488723,0.568359375,582
S  1,188749,4493.81483375959,3.716796875,3806
S 21,189450,4510.504533829342,0.201171875,206
S 41,189847,4519.956475238317,0.5888671875,603
S  1,193051,4596.2386421762385,3.7177734375,3807
S 21,193751,4612.904533829343,0.201171875,206
S 41,194114,4621.546989072309,0.5556640625,569
S  1,197352,4698.638642176238,3.7177734375,3807
S 21,198052,4715.304533829341,0.201171875,206
S 41,198559,4727.375401069518,0.6962890625,713
S  1,201653,4801.038642176239,3.7177734375,3807
S 21,202353,4817.704533829342,0.201171875,206
S 41,203380,4842.15577772611,1.2041015625,1233
S  1,205971,4903.843385259242,3.734375,3824
S 21,206654,4920.104533829342,0.201171875,206
S 41,207745,4946.079516391537,1.2666015625,1297
S  1,210255,5005.838642176238,3.7177734375,3807
S 21,210955,5022.504533829342,0.201171875,206
S 41,211369,5032.361218321321,0.60546875,620
S  1,214556,5108.238642176238,3.7177734375,3807
S 21,215256,5124.904533829342,0.201171875,206
S  1,218856,5210.614833759591,3.716796875,3806
S 21,219557,5227.304533829342,0.201171875,206
S 41,220535,5250.589165310393,1.15625,1184
S  1,223158,5313.038642176238,3.7177734375,3807
S 21,223858,5329.704533829342,0.201171875,206
S 41,224697,5349.67979539642,1.0205078125,1045
S  1,227459,5415.438642176238,3.7177734375,3807
S 21,228159,5432.1045338293425,0.201171875,206
S 41,228907,5449.913229481516,0.931640625,954
S  1,231760,5517.838642176238,3.7177734375,3807
S 21,232460,5534.504533829342,0.201171875,206
S 41,233505,5559.384329225762,1.2216796875,1251
S  1,236078,5620.643385259242,3.734375,3824
S 21,236761,5636.904533829342,0.201171875,206
S 41,237542,5655.498907230876,0.9638671875,987
S  1,240363,5722.662450592886,3.71875,3808
S 21,241062,5739.304533829342,0.201171875,206
S 41,241711,5754.756196233434,0.8349609375,855
S  1,244663,5825.038642176238,3.7177734375,3807
S 21,245363,5841.704533829342,0.201171875,206
S 41,246103,5859.322762148338,0.923828125,946
S  1,248964,5927.438642176238,3.7177734375,3807
S 21,249664,5944.1045338293425,0.201171875,206
S 41,250501,5964.032178563125,1.0185546875,1043
S  1,253264,6029.81483375959,3.716796875,3806
S 21,253965,6046.504533829342,0.201171875,206
S 41,254448,6058.003999069983,0.6728515625,689
S  1,257567,6132.262450592886,3.71875,3808
S 21,258266,6148.904533829343,0.201171875,206
S 41,259249,6172.308207393629,1.1611328125,1189
S  1,261866,6234.6148337595905,3.716796875,3806
S 21,262567,6251.304533829342,0.201171875,206
S 41,263944,6284.0887235526625,1.5458984375,1583
S  1,266168,6337.038642176239,3.7177734375,3807
S 21,266868,6353.704533829342,0.201171875,206
S 41,268043,6381.67942338991,1.3486328125,1381
S  1,270469,6439.438642176237,3.7177734375,3807
S 21,271169,6456.1045338293425,0.201171875,206
S 41,271651,6467.580190653336,0.671875,688
S  1,274770,6541.838642176238,3.7177734375,3807
S 21,275470,6558.504533829343,0.201171875,206
S 41,276462,6582.122483143455,1.169921875,1198
S  1,279071,6644.238642176238,3.7177734375,3807
S 21,279771,6660.904533829343,0.201171875,206
S 41,280802,6685.451011392699,1.2080078125,1237
S  1,283372,6746.638642176238,3.7177734375,3807
S 21,284072,6763.304533829341,0.201171875,206
S 41,284866,6782.208416647292,0.9765625,1000
S  1,287691,6849.46719367589,3.7353515625,3825
S 21,288373,6865.704533829341,0.201171875,206
S 41,289174,6884.775075563823,0.9833984375,1007
S  1,291973,6951.414833759592,3.716796875,3806
S 21,292674,6968.104533829342,0.201171875,206
S 41,293718,6992.960520809114,1.220703125,1250
S  1,296276,7053.862450592886,3.71875,3808
S 21,296975,7070.504533829342,0.201171875,206
S 41,297694,7087.622785398745,0.9033203125,925
S  1,300577,7156.262450592885,3.71875,3808
S 21,301276,7172.904533829342,0.201171875,206
S 41,301792,7185.189676819344,0.705078125,722
S  1,304895,7259.06719367589,3.7353515625,3825
S 21,305577,7275.304533829341,0.201171875,206
S 41,306471,7296.589258312021,1.07421875,1100
S  1,309178,7361.038642176239,3.7177734375,3807
S 21,309878,7377.704533829342,0.201171875,206
S 41,310648,7396.037014647756,0.953125,976
S  1,313478,7463.414833759591,3.716796875,3806
S 21,314179,7480.1045338293425,0.201171875,206
S 41,315158,7503.4129737270405,1.1572265625,1185
S  1,317780,7565.838642176239,3.7177734375,3807
S 21,318480,7582.504533829342,0.201171875,206
S 41,319230,7600.360846314811,0.93359375,956
S  1,322081,7668.2386421762385,3.7177734375,3807
S 21,322781,7684.904533829342,0.201171875,206
S 41,323219,7695.332620320856,0.62890625,644
S  1,326382,7770.638642176237,3.7177734375,3807
S 21,327082,7787.304533829342,0.201171875,206
