Tipo_Evento,Tiempo_total_Sample,Tiempo_total_Segundos,Tiempo_Relativo_Epoca_Segundos,Tiempo_Relativo_Epoca_sample
S 21,206,4.9045338293420135,0.201171875,206
S 41,951,22.641804231574053,0.9287109375,951
S 21,4507,107.30453382934202,0.201171875,206
S 41,5238,124.70848639851198,0.9150390625,937
S 21,8808,209.704533829342,0.201171875,206
S 41,9540,227.1322948151593,0.916015625,938
S 21,13109,312.104533829342,0.201171875,206
S 41,13946,332.03217856312483,1.0185546875,1043
S 21,17410,414.50453382934205,0.201171875,206
S 41,18149,432.0989537316903,0.9228515625,945
S 21,21711,516.9045338293421,0.201171875,206
S 41,22747,541.5700534759358,1.212890625,1242
S 21,26012,619.3045338293421,0.201171875,206
S 41,26681,635.2323645663799,0.8544921875,875
S 21,30313,721.704533829342,0.201171875,206
S 41,31150,741.6321785631249,1.0185546875,1043
S 21,34614,824.104533829342,0.201171875,206
S 41,35202,838.1038828179493,0.775390625,794
S 21,38915,926.5045338293421,0.201171875,206
S 41,39543,941.4562194838411,0.814453125,834
S 21,43216,1028.904533829342,0.201171875,206
S 41,43815,1043.1657754010696,0.7861328125,805
S 21,47517,1131.304533829342,0.201171875,206
S 41,48370,1151.6131132294815,1.0341796875,1059
S 21,51818,1233.704533829342,0.201171875,206
S 41,52593,1252.1560567309928,0.9580078125,981
S 21,56119,1336.104533829342,0.201171875,206
S 41,56834,1353.1275517321553,0.8994140625,921
S 21,60420,1438.5045338293419,0.201171875,206
S 41,61238,1457.9798186468263,1.0,1024
S 21,64721,1540.904533829342,0.201171875,206
S 41,65547,1560.5702859800047,1.0078125,1032
S 21,69022,1643.304533829342,0.201171875,206
S 41,70227,1671.993675889328,1.3779296875,1411
S 21,73323,1745.704533829342,0.201171875,206
S 41,74075,1763.608463148105,0.935546875,958
S 21,77624,1848.104533829342,0.201171875,206
S 41,78370,1865.8656126482215,0.9296875,952
S 21,81925,1950.504533829342,0.201171875,206
S 41,82626,1967.194233899093,0.8857421875,907
S 21,86226,2052.904533829342,0.201171875,206
S 41,87015,2071.6893745640546,0.9716796875,995
S 21,90527,2155.304533829342,0.201171875,206
S 41,91398,2176.041664729133,1.0517578125,1077
S 21,94828,2257.704533829342,0.201171875,206
S 41,95528,2274.3704254824456,0.884765625,906
S 21,99129,2360.104533829342,0.201171875,206
S 41,99881,2378.008463148105,0.935546875,958
S 21,103430,2462.504533829342,0.201171875,206
S 41,104572,2489.693745640549,1.31640625,1348
S 21,107731,2564.9045338293417,0.201171875,206
S 41,108470,2582.49895373169,0.9228515625,945
S 21,112032,2667.304533829342,0.201171875,206
S 41,112876,2687.398837479656,1.025390625,1050
S 21,116333,2769.704533829342,0.201171875,206
S 41,117018,2786.0132992327367,0.8701171875,891
S 21,120634,2872.104533829342,0.201171875,206
S 41,121361,2889.413252731923,0.9111328125,933
S 21,124935,2974.504533829342,0.201171875,206
S 41,125810,2995.336898395722,1.0556640625,1081
S 21,129236,3076.904533829342,0.201171875,206
S 41,130190,3099.617763310858,1.1328125,1160
S 21,133537,3179.3045338293423,0.201171875,206
S 41,134200,3195.089514066496,0.8486328125,869
S 21,137838,3281.704533829342,0.201171875,206
S 41,138735,3303.0606835619624,1.0771484375,1103
S 21,142139,3384.104533829342,0.201171875,206
S 41,142989,3404.3416879795395,1.03125,1056
S 21,146440,3486.504533829342,0.201171875,206
S 41,147400,3509.3606138107416,1.138671875,1166
S 21,150741,3588.904533829342,0.201171875,206
S 41,151563,3608.4750523134153,1.00390625,1028
S 21,155042,3691.3045338293423,0.201171875,206
S 41,155752,3708.2085096489186,0.89453125,916
S 21,159343,3793.7045338293424,0.201171875,206
S 41,160043,3810.3704254824456,0.884765625,906
S 21,163644,3896.1045338293416,0.201171875,206
S 41,164305,3911.8418972332015,0.8466796875,867
S 21,167945,3998.5045338293417,0.201171875,206
S 41,168698,4016.432271564752,0.9365234375,959
S 21,172246,4100.904533829342,0.201171875,206
S 41,172897,4116.403813066729,0.8369140625,857
S 21,176547,4203.304533829342,0.201171875,206
S 41,177269,4220.494210648686,0.90625,928
S 21,180848,4305.704533829342,0.201171875,206
S 41,181446,4319.941966984423,0.78515625,804
S 21,185149,4408.1045338293425,0.201171875,206
S 41,186188,4432.841478725878,1.2158203125,1245
S 21,189450,4510.504533829342,0.201171875,206
S 41,189899,4521.194512903976,0.6396484375,655
S 21,193751,4612.904533829343,0.201171875,206
S 41,194541,4631.713182980702,0.97265625,996
S 21,198052,4715.304533829341,0.201171875,206
S 41,198807,4733.279888398048,0.9384765625,961
S 21,202353,4817.704533829342,0.201171875,206
S 41,203614,4847.726947221577,1.4326171875,1467
S 21,206654,4920.104533829342,0.201171875,206
S 41,207410,4938.103696814695,0.939453125,962
S 21,210955,5022.504533829342,0.201171875,206
S 41,211603,5037.932387816787,0.833984375,854
S 21,215256,5124.904533829342,0.201171875,206
S 41,216267,5148.974843059754,1.1884765625,1217
S 21,219557,5227.304533829342,0.201171875,206
S 41,220392,5247.1845617298295,1.0166015625,1041
S 21,223858,5329.704533829342,0.201171875,206
S 41,224796,5352.036828644501,1.1171875,1144
S 21,228159,5432.1045338293425,0.201171875,206
S 41,228852,5448.603766565915,0.8779296875,899
S 21,232460,5534.504533829342,0.201171875,206
S 41,233216,5552.503696814694,0.939453125,962
S 21,236761,5636.904533829342,0.201171875,206
S 41,237526,5655.11797256452,0.9482421875,971
S 21,241062,5739.304533829342,0.201171875,206
S 41,241991,5761.422552894675,1.1083984375,1135
S 21,245363,5841.704533829342,0.201171875,206
S 41,246654,5872.4411997209945,1.4619140625,1497
