Tipo_Evento,Tiempo_total_Sample,Tiempo_total_Segundos,Tiempo_Relativo_Epoca_Segundos,Tiempo_Relativo_Epoca_sample
S 11,206,4.9045338293420135,0.201171875,206
S 31,861,20.499046733317833,0.8408203125,861
S 11,4507,107.30453382934202,0.201171875,206
S 31,5176,123.23236456637991,0.8544921875,875
S 11,8808,209.704533829342,0.201171875,206
S 31,9370,223.08486398511974,0.75,768
S 11,13109,312.104533829342,0.201171875,206
S 31,13834,329.3656358986282,0.9091796875,931
S 11,17410,414.50453382934205,0.201171875,206
S 11,21711,516.9045338293421,0.201171875,206
S 31,22491,535.4750988142292,0.962890625,986
S 11,26012,619.3045338293421,0.201171875,206
S 31,26687,635.3752150662636,0.8603515625,881
S 11,30313,721.704533829342,0.201171875,206
S 31,31187,742.5130899790746,1.0546875,1080
S 11,34614,824.104533829342,0.201171875,206
S 31,35391,842.6036735642874,0.9599609375,983
S 11,38915,926.5045338293421,0.201171875,206
S 31,39856,948.9082538944432,1.1201171875,1147
S 11,43216,1028.904533829342,0.201171875,206
S 31,43906,1045.332341315973,0.875,896
S 11,47517,1131.304533829342,0.201171875,206
S 31,48448,1153.4701697279702,1.1103515625,1137
S 11,51818,1233.704533829342,0.201171875,206
S 31,52738,1255.60827714485,1.099609375,1126
S 11,56119,1336.104533829342,0.201171875,206
S 31,56892,1354.5084398976983,0.9560546875,979
S 11,60420,1438.5045338293419,0.201171875,206
S 31,61062,1453.789537316903,0.828125,848
S 11,64721,1540.904533829342,0.201171875,206
S 31,65735,1565.0462683096955,1.19140625,1220
S 11,69022,1643.304533829342,0.201171875,206
S 31,69864,1663.3512206463613,1.0234375,1048
S 31,73260,1744.204603580563,0.1396484375,143
S 11,73323,1745.704533829342,0.201171875,206
S 11,77624,1848.104533829342,0.201171875,206
S 11,81925,1950.504533829342,0.201171875,206
S 31,82648,1967.7180190653335,0.9072265625,929
S 11,86226,2052.904533829342,0.201171875,206
S 31,86975,2070.737037898163,0.9326171875,955
S 11,90527,2155.304533829342,0.201171875,206
S 31,91240,2172.279934898861,0.8974609375,919
S 11,94828,2257.704533829342,0.201171875,206
S 31,95491,2273.489514066496,0.8486328125,869
S 11,99129,2360.104533829342,0.201171875,206
S 31,99776,2375.5085794001398,0.8330078125,853
S 11,103430,2462.504533829342,0.201171875,206
S 31,104099,2478.43236456638,0.8544921875,875
S 11,107731,2564.9045338293417,0.201171875,206
S 42,111610,2657.257382004185,3.9892578125,4085
S 11,112032,2667.304533829342,0.201171875,206
S 31,112808,2685.77986514764,0.958984375,982
S 11,116333,2769.704533829342,0.201171875,206
S 31,116955,2784.513368983957,0.80859375,828
S 11,120634,2872.104533829342,0.201171875,206
S 31,121328,2888.6275749825622,0.87890625,900
S 11,124935,2974.504533829342,0.201171875,206
S 31,125569,2989.599069983725,0.8203125,840
S 11,129236,3076.904533829342,0.201171875,206
S 31,129903,3092.784747733085,0.8525390625,873
